DO,pH,Alkalinity,Hardness,Nitrite,H2S,Salinity,Ammonia,Temperature,WSS,AHPND,TSV,YHV
5.75,9.32,198.22,65.47,0.26,0.01,16.66,3.14,30.14,0,1,0,0
6.64,9.49,41.58,69.33,0.28,0.01,15.23,3.18,31.92,0,1,0,1
6.86,9.22,179.18,237.78,0.62,0.01,21.7,0.85,31.17,0,0,0,1
5.76,9.32,179.91,25.55,0.25,0.01,23.93,0.52,32.37,0,0,0,1
7.5,9.47,29.28,206.4,0.17,0.02,23.64,1.24,31.31,0,1,0,1
7.9,6.37,32.14,219.08,1.33,0,16.12,1.99,33.81,1,1,1,1
6.42,9.24,187.83,166.29,0.76,0.02,12.93,0.18,35.65,0,0,0,1
5.88,9.45,38.22,165.36,0.55,0,24.27,0.8,28.12,0,1,0,1
7.48,9.4,159.99,68.25,0.03,0.01,23.17,2.4,28.1,0,1,0,0
6.31,6.15,105.83,280.99,0.04,0.01,15.05,1.86,28.47,1,1,0,0
7.05,9.43,187.82,52.62,1.98,0.01,21.73,4.3,34.22,0,1,0,1
5.02,9.48,47.93,55.55,0.52,0,20.58,0.48,28.01,0,1,0,1
6.09,9.21,31.66,171.03,1.13,0,23.74,2.03,34.73,0,1,0,1
6.14,9.26,124.17,43.87,0.19,0.01,22.13,2.16,29.9,0,1,0,0
6.1,9.3,148.28,44.59,1.84,0,14.85,0.81,28.03,0,0,0,0
6.27,6.29,41.58,258.81,1.78,0.02,15.6,0.72,33,1,1,1,1
7.08,9.49,27.47,38.8,0.9,0,21.65,0.96,35.99,0,1,0,1
6.16,9.08,27.1,193.9,1.76,0.02,20.43,0.87,32.88,0,1,0,1
6.5,9.49,166.02,29.5,1.18,0.01,17.81,0.09,34.09,0,0,0,1
5.66,6.01,34.29,258.33,0.31,0.01,22.65,5.22,31.17,1,1,1,1
5.65,9.15,160.86,288.88,0.86,0.01,20.15,0.89,29.22,0,0,0,0
5.89,6.07,131.22,64.19,1.18,0.02,23.69,0.01,36.17,0,0,0,1
5.87,9.4,48.46,29.43,0.19,0.01,24.9,0.01,35.08,0,1,0,1
6.46,9.32,34.6,256.8,0.59,0.01,22.42,0.05,33.65,0,1,0,1
5.21,6.19,174.07,32.77,0.11,0.01,21.13,2.77,29.97,0,0,0,0
5.77,6.37,108.86,61.03,0.49,0.01,21.8,5.7,28.43,1,1,0,0
6.52,6.4,109.43,73.69,0.3,0.01,10.43,0.64,28.05,1,1,0,0
7.78,6.08,26.28,58.86,0.82,0.01,12.22,1.92,36.47,1,1,1,1
7.04,6.01,49.84,31.04,2,0.01,17.54,0.72,35.6,1,1,1,1
5.36,6.32,29.22,55.62,0.74,0,17.09,0.9,35.44,1,1,1,1
7.54,6.47,48.75,21.61,0.33,0.01,14.6,4.14,31.25,1,1,1,1
6.08,6.21,48.82,216.33,1.61,0.01,20.28,0.87,28.99,1,1,1,1
5.87,9.4,40.27,49.1,1.94,0.01,13.52,0.4,32.72,0,1,0,1
5.09,9.39,49.21,215.81,0.34,0,24.05,2.78,28.39,0,1,0,1
5.31,9.24,114.45,52.17,1.89,0.01,12.03,0.86,35.03,0,1,0,1
5.34,6.1,145.72,185.55,0.37,0.01,24.42,0.98,34.22,0,0,0,1
6.54,6.37,30,58.32,0.08,0.01,24.48,1.21,34.1,1,1,1,1
5.06,9.21,47.25,49.58,0.25,0.01,23.47,0.7,30.39,0,1,0,1
7.08,6.07,187.49,55.23,1.25,0,21.56,0.8,28.19,0,0,0,0
5.29,6.45,37.65,160.64,0.2,0,13.72,2.69,33.34,1,1,1,1
6.32,9.42,43.59,45.61,1.45,0.01,21.06,2.38,36.08,0,1,0,1
7.94,9.05,46.66,181.17,1.81,0,21.96,2.05,28.89,0,1,0,1
5.51,9.09,40.13,162.96,1.84,0.01,12.05,0.04,31.82,0,1,0,1
5.35,9.26,142.75,71.23,1.39,0.01,23.13,0.21,33.68,0,0,0,1
6.61,6.24,101.99,63.92,0.94,0.01,10.58,4.19,35.13,1,1,0,1
5.49,6.14,114.97,184.9,1.69,0.01,18.99,0.08,30.11,1,1,0,0
6.08,9.32,116.95,231.56,0.96,0.02,16.91,0.72,31.78,0,1,0,1
6.8,6.17,40.59,23.85,1.48,0.01,22.03,0.69,32.38,1,1,1,1
5.14,6.33,143.42,243.3,1.97,0.01,16.63,2.77,32.4,0,0,0,1
6.05,9.1,183.98,233.46,0.77,0.01,15.91,0.68,35.12,0,0,0,1
7.33,6.11,134.38,43.25,1.83,0.02,17.46,2.13,33.02,0,0,0,1
7.25,9.23,185.79,211.84,1.25,0.02,15.8,1.77,35.64,0,1,0,1
5,6.41,49.8,20.29,1.68,0.01,19.8,2.16,31.54,1,1,1,1
6.48,9.24,26.86,257.73,0.85,0.02,16.89,0.18,33.87,0,1,0,1
6.42,9.25,149.85,239.27,0.05,0.01,14.54,4.56,30.14,0,1,0,0
5.07,6.48,130.91,57.44,0.07,0.02,19.86,5.25,33.18,0,0,0,1
6.42,6.36,39.6,37.48,1.14,0,11.33,0.67,29.12,1,1,1,1
5.78,9.35,28.37,187.31,0.84,0.01,20.83,1.9,28.54,0,1,0,1
5.67,9.28,44.68,49.27,1.71,0.01,20.55,3.91,31.83,0,1,0,1
6.84,9.24,46.13,37.86,1.03,0.01,23.5,0.81,31.17,0,1,0,1
5.86,6.09,38.32,213.17,1.93,0.01,18.64,0.18,28.88,1,1,1,1
5.97,6.25,49.01,242.84,1.45,0.02,21.37,0.92,28.72,1,1,1,1
7.71,9.23,40.08,238.21,1.29,0,23.98,3.69,31.85,0,1,0,1
7.99,9.01,127.35,215.92,1.1,0.01,21.65,5.28,32.3,0,1,0,1
7.26,6.23,172.31,299.63,0.14,0.02,15.85,0.94,35,0,0,0,0
7,6.12,119.59,161.71,0.26,0.01,22.88,0.39,34.56,1,1,0,1
7.87,9.12,35.45,173.63,0.2,0,18.52,0.82,35.2,0,1,0,1
5.14,6.42,148.79,65.73,0.75,0.01,20.63,0.72,35.16,0,0,0,1
7.42,9.09,168.69,63.74,0.4,0.01,19.78,2.07,36.26,0,1,0,1
7.57,6.05,44.46,259,0.43,0.01,10.46,0.76,34.85,1,1,1,1
6.56,6,36.62,159.55,1.4,0.01,23.43,4.55,36.23,1,1,1,1
7.37,6.07,123.8,37.12,0.15,0.01,15.56,0.1,35.37,0,0,0,1
5.51,6.05,38.41,201.7,1,0.02,15.88,0.82,35.77,1,1,1,1
6.7,9.03,195.11,38.65,0.41,0.01,24.45,1.16,31.42,0,1,0,1
6.18,9.01,140.96,179.88,0.9,0,14.85,0.59,34.75,0,0,0,1
7.51,9.26,127.78,267.85,0.92,0.02,14.08,2.92,31.95,0,1,0,0
5.24,9.46,42.39,74.86,0.25,0.02,24.3,0.14,31.27,0,1,0,1
6.14,6.22,123.36,292.69,0.8,0.01,16.68,3.64,29.01,0,0,0,0
6.73,6.26,101.99,39.29,0.63,0.02,23.02,0.03,28.38,1,1,0,0
7.24,6.47,199.81,26.4,1.14,0.01,12.44,0.12,31.87,0,0,0,1
6.38,6.06,41.11,70.23,1.59,0.01,13.43,4.7,33.89,1,1,1,1
5.23,6.44,41.2,67.84,0.36,0,15.15,0.2,29.48,1,1,1,1
5.09,9.1,106.28,252.44,0.55,0.01,18.09,0.51,28.32,0,1,0,1
5.7,6.05,29.1,264.41,0.47,0,24.66,0.21,36.34,1,1,1,1
7.96,6.21,168.9,241.43,1.35,0,15.93,0,31.49,0,0,0,1
6.08,6.13,108.58,45.48,0.12,0.02,16.27,2.72,36.89,1,1,0,1
6.58,9.24,169.15,285.06,0.1,0.02,16.51,0.48,29.03,0,0,0,0
6.36,6.2,40.72,260.29,0.98,0.01,23.38,0.75,33.68,1,1,1,1
5.93,6.33,134.68,70.61,0.4,0.01,19.75,0.76,28.8,0,0,0,0
6.93,9.43,100.83,74.22,1.71,0.01,24.39,0.28,32.39,0,0,0,1
5.47,9.36,46.74,26.29,0.09,0,22.11,0.77,34.47,0,1,0,1
6.83,6.29,106.47,280.06,0.45,0.02,12.09,0.67,28.14,1,1,0,0
5.47,6.25,101.79,286.92,1.92,0.01,17.58,3.37,30.89,1,1,0,0
7.29,6.1,163.8,32.61,1.57,0.01,19.67,4.33,28.67,0,0,0,0
7.41,9.37,31.98,205.79,1.26,0,21.63,5.27,35.61,0,1,0,1
7.31,6.38,178.77,205.05,1.42,0.01,21.02,0.64,30.82,0,0,0,0
6.74,9.36,49.93,68.59,1.98,0.02,24.86,5.27,29.16,0,1,0,1
7.58,6.49,184.74,34.19,0.93,0.02,24.63,3.8,36.38,0,0,0,1
5.44,9.29,43.28,183.67,0.64,0.01,19.17,0.92,36.5,0,1,0,1
6.78,9.22,139.64,40.76,1.83,0,13.23,3.36,31.32,0,1,0,1
5.93,9.28,49.71,58.49,1.86,0.02,22.57,0.35,33.05,0,1,0,1
6.81,6.24,35.67,68.07,1.12,0.01,19.14,5.68,28.22,1,1,1,1
5.69,9.17,27.22,184.2,1.2,0.02,23.79,3.78,31.19,0,1,0,1
7.39,9.48,189.17,243.55,1.71,0,21.74,0.37,29.75,0,0,0,0
6.4,9.27,144.52,176.03,1.78,0.01,24.65,0.6,29.09,0,0,0,0
6.29,6.15,31.72,229.25,0.2,0.02,23.12,0.34,35.9,1,1,1,1
6.75,9.28,40.14,61,1.46,0.01,18.66,5.01,34.44,0,1,0,1
6.19,9.42,197.17,229.5,1.75,0,22.06,0.51,34.09,0,0,0,1
6.74,6.21,46.47,72.39,1.55,0.01,24.58,4.12,31.92,1,1,1,1
5.29,6.49,164.34,68.92,0.79,0.01,21.15,4.07,36.57,0,0,0,1
7.45,9.18,126.37,201.02,1.68,0.01,13.91,0.19,34.42,0,0,0,1
5.45,9.18,46.81,226.24,1.52,0.01,21.74,0.28,28.74,0,1,0,1
6.68,6.21,36.77,32.62,1.72,0,24.5,0.02,32.75,1,1,1,1
6.42,6.34,37.55,25.42,0.36,0,20.41,2.66,28.03,1,1,1,1
5.26,6.07,143,259.99,1.88,0,20.87,0.33,30.16,0,0,0,0
7.07,6.36,31.25,54.36,0.75,0.01,21.81,0.01,31.49,1,1,1,1
7.36,9.08,106.06,260.72,0.76,0.01,24.16,3.94,35.42,0,1,0,1
7.34,9.42,197.41,66.47,1.58,0.01,17.86,0.68,28.9,0,0,0,0
7.88,6.05,160.31,32.84,1.6,0.02,19.14,0.3,35.1,0,0,0,1
5.28,9.39,34.16,158.9,1.6,0.01,21.5,0.89,34.06,0,1,0,1
5.07,6.15,42.88,27.37,1.49,0,13.68,0.36,33.14,1,1,1,1
6.83,6.02,132.06,53.88,0.03,0.02,20.27,0.78,33.55,0,0,0,1
5.9,9.01,44.33,259.65,0.34,0.01,16.83,5.77,34.22,0,1,0,1
5.74,6.36,37.95,216.1,1.25,0.02,19.12,0.12,30.33,1,1,1,1
5.6,6.21,161.42,237.76,0.06,0.02,23.26,1.8,30.25,0,0,0,0
6.88,6,40.84,276.19,1.47,0,18.58,0.53,36.52,1,1,1,0
5.75,6.38,153.08,264.9,1.54,0.01,17.83,0.26,36.44,0,0,0,0
7.32,9.2,174.36,193.61,1.77,0.01,13.05,0.57,34.21,0,0,0,1
6.31,9.4,151.59,155.74,0.22,0.01,21.48,0.85,31.09,0,0,0,1
5.17,9.16,123.93,159.05,1,0.01,24.09,0.66,31.63,0,0,0,1
5.61,9.35,191.24,74.6,0.04,0.01,11.06,0.78,34.95,0,0,0,1
7.09,6.29,33.57,31.74,0.43,0.01,11.97,1.9,31.15,1,1,1,1
7.86,6.08,25.96,150.81,0.67,0,18.25,0.33,28.09,1,1,1,1
7.84,9.48,139.7,228.46,1.35,0.01,19.24,0.72,34.76,0,0,0,1
5.69,9.02,34.45,49.48,0.69,0,20.93,2,31.89,0,1,0,1
6.36,6.36,44.45,290.75,0.04,0.01,17.59,3.57,35.3,1,1,1,0
6.96,6.14,176.73,197.68,0.89,0.02,18.77,0.67,31.81,0,0,0,1
7.03,9.38,155.31,261.72,1.95,0.02,22.09,0.36,30.25,0,0,0,0
5.56,9.45,45.59,225.89,0.96,0.01,21.75,5.08,28.89,0,1,0,1
5.28,9.43,49.21,55.24,0.87,0.01,17.5,0.04,28.04,0,1,0,1
5.82,6.41,45.08,44.58,0.85,0.01,21.42,1.99,30.77,1,1,1,1
7.13,9.1,47.12,45.36,1.43,0.02,14.39,2.56,28.21,0,1,0,1
6.88,6.09,37.39,60.94,0.21,0.01,24.99,5.98,29.75,1,1,1,1
7.59,9.45,33.22,61.82,1.79,0.02,21.31,1.17,32.99,0,1,0,1
7.05,6,126.77,55.3,0.69,0.01,12.08,3.42,33.79,0,0,0,1
5.45,9.06,25.28,269.12,1.5,0.02,23.71,4.21,31.55,0,1,0,1
7.31,6.29,38.73,273.36,1.78,0.02,10.39,3.44,36.53,1,1,1,0
7.72,9,28,52.39,0.79,0.02,21.49,1.43,28.82,0,1,0,1
7.14,6.22,149.55,66.89,0.8,0,22.7,4.3,36.15,0,0,0,1
6.83,6.26,102.2,32.47,1.26,0.02,24.04,4.1,36.9,1,1,0,1
6.57,9.33,44.84,27.64,0.19,0.02,22.7,2.42,30.53,0,1,0,1
7.49,9.42,143.62,295.46,0.16,0.01,10.43,5.89,30.8,0,1,0,0
6.05,9.31,127.39,279.47,1.95,0.02,23.08,0.18,29.16,0,0,0,0
6.97,6.26,43.88,28.17,1.17,0,21.62,5.07,28.06,1,1,1,1
7.21,9.08,49.95,43.53,1.81,0.01,22.13,0.36,33.49,0,1,0,1
5.04,6.23,26.53,23.55,1.68,0.01,16.77,5.05,33.92,1,1,1,1
5,6.1,107.17,48.68,0.57,0,15.67,0.69,30.27,1,1,0,0
7.74,6.44,109.15,59.42,0.1,0.01,22.13,0.67,36.13,1,1,0,1
6.42,9.04,125.59,50.91,1.33,0.02,10.54,0.55,29.7,0,0,0,0
6.27,6.3,35.14,211.99,0.48,0.02,20.28,2.32,33.95,1,1,1,1
6.61,6.11,148.66,20.15,1.91,0,15.31,5.3,29.39,0,0,0,0
6.69,6.14,35.98,173.03,1.49,0.02,22.56,1.86,35.77,1,1,1,1
6.59,6.25,149.22,287.65,1.09,0.02,20.38,2.17,34.49,0,0,0,1
6.05,6.47,26.33,59.36,0.88,0.01,12.09,3.67,36.81,1,1,1,1
5.27,9.4,108.78,203.93,1.39,0,18.72,2,29.63,0,1,0,1
5.13,6.02,43.92,74.7,0.15,0.02,22.92,5.39,34.16,1,1,1,1
5.05,6.3,135.46,235.4,1.99,0,11.16,4.03,29.88,0,0,0,0
5.5,9.19,172.92,53.4,0.89,0.02,18.13,4.32,30.9,0,1,0,0
7.12,6.32,196.84,52.49,0.37,0,24.6,0.48,28.11,0,0,0,0
7.37,9.24,46.22,66.47,0.21,0.01,21.75,5.69,31.51,0,1,0,1
6.93,9.46,105.68,256.96,0.47,0.01,14.11,0.39,31.77,0,1,0,1
5.76,9.35,40.72,223.66,1.57,0.01,19.53,5.83,34.25,0,1,0,1
5.22,9.41,124.94,264.05,1.27,0,17.16,5.14,33.85,0,1,0,0
5.45,9.11,198.33,225.93,0.06,0.02,17.45,0.56,32.76,0,0,0,1
5.76,9.43,136.83,44.61,0.59,0,12.36,0.04,31.61,0,0,0,1
7.82,9.07,160.56,49.14,1.25,0.01,22.37,4.38,28.57,0,1,0,0
5.95,6.47,32.06,158.61,1.3,0.02,23.21,0.53,36.54,1,1,1,1
6.88,9.04,31.76,231.62,0.71,0.01,13.41,0.42,30.24,0,1,0,1
5.51,6.02,192.16,20.59,0.77,0.01,22.52,2.4,35.73,0,0,0,1
7.62,6.27,36.34,30.02,1.45,0.01,17.75,3.18,29.46,1,1,1,1
7.93,6.45,25.24,72.73,1.48,0.02,20.87,3.85,28.05,1,1,1,1
5.24,6.01,44.75,193.2,1.47,0,21.18,4.69,32.99,1,1,1,1
6.54,6.24,151.85,62.62,0.81,0.01,15.57,0.96,32.99,0,0,0,1
6.79,6.26,47.79,199.98,0.6,0.01,23.47,3.32,36.24,1,1,1,1
5.57,9.22,118.08,240.75,0.52,0,22.9,0.76,29.4,0,1,0,1
5.75,9.3,32.43,218.93,1.34,0.01,13.16,3.36,36.79,0,1,0,1
5.38,6.33,34.41,195.71,1.56,0.01,20.29,0.05,32.98,1,1,1,1
6.68,6.27,101.11,243.11,1.7,0,23.85,2.19,29.48,1,1,0,0
5.25,6.44,34.81,39.15,1.79,0.01,20.68,0.29,30.24,1,1,1,1
7.5,9.02,156.84,241.05,0.52,0.01,24.33,3.43,29.26,0,1,0,0
7.94,9.35,191.78,40.63,0.79,0.01,19.45,1.9,30.26,0,1,0,0
6.83,6.38,198.15,232.33,0.04,0.01,18.25,0.87,35.18,0,0,0,1
6.51,9.27,28.69,297.92,1.14,0.01,23.09,5.78,35.71,0,1,0,1
6.45,9.4,127.59,59.5,1.02,0.01,23.91,2.35,32.11,0,1,0,1
6.11,6.34,193.63,256.06,1.18,0.01,24.4,3.31,31.95,0,0,0,1
5.64,6.03,111.41,22.09,1.75,0.02,23.2,0.44,30.29,1,1,0,0
5.11,6.18,122.48,21.82,1.64,0,14.13,0.66,34.3,0,0,0,1
6.61,6.09,187.98,60.04,0.15,0.01,22.79,0.56,31.04,0,0,0,1
5.1,9.28,37.55,52.53,1.11,0.02,11.71,0.82,30.23,0,1,0,1
6.08,6.1,29.93,47.4,0.51,0.01,23.6,4.55,29.21,1,1,1,1
7.47,9.01,101.87,215.54,1.79,0.02,22.73,0.43,34.47,0,1,0,1
5.07,6.29,44.18,281.6,0.14,0,18.52,0.74,32.32,1,1,1,0
5.73,6.23,42,258.6,1.87,0.01,17.38,0.17,30.02,1,1,1,1
7.48,6.2,158.65,38.97,0.25,0.01,11.79,0.92,32.95,0,0,0,1
7,9.38,124.44,290.77,1.44,0.01,11.28,2.35,31.27,0,1,0,0
6.89,9.44,47.47,161.24,0.71,0.01,24.21,5.63,29.72,0,1,0,1
5.33,6.13,32.87,155.94,0.37,0.01,19.69,1.41,31.34,1,1,1,1
7.5,9.16,141.48,71.07,1.74,0,18.46,2.18,34.79,0,1,0,1
6.98,6.45,101.67,273.74,0.25,0.02,15.82,5.41,36.87,1,1,0,0
5.94,6.23,33.04,74.01,0.2,0.01,20.32,0.89,35.72,1,1,1,1
6.72,6.45,38.47,21.94,0.44,0.02,24.25,2.69,30.83,1,1,1,1
7.6,6.26,25.71,293.05,0.92,0,11.7,1.76,35.19,1,1,1,0
5.14,9.46,34.77,57.65,0.53,0.01,11.65,2.2,33.16,0,1,0,1
5.5,9.17,102.5,63.12,1.13,0.02,14.58,2.13,29.05,0,1,0,1
7.32,9.09,28.94,48.71,0.11,0.01,24.84,4.63,35.75,0,1,0,1
5.88,6.44,29.5,186.88,1.66,0.01,24.55,2.97,30.96,1,1,1,1
6.19,6.44,40.58,169.54,1.96,0,21.6,2.57,33.81,1,1,1,1
5.23,9.06,155.27,277.55,0.99,0.01,21.09,1.96,29.71,0,1,0,0
6.61,9.07,40.67,169.17,1.06,0.02,24.05,0.24,28.34,0,1,0,1
7.99,9.34,179.68,43.51,1.11,0.02,16.74,3.03,31.26,0,1,0,1
7.36,6.47,30.78,258.09,0.48,0.02,12.65,4.73,31.97,1,1,1,1
7.84,9.12,132.69,70.93,0.05,0.01,16.36,4.17,32.75,0,1,0,1
6.03,6.21,45.37,23.24,1.88,0,23.25,0.63,30.39,1,1,1,1
5.98,6.13,142.82,56.15,1.99,0.02,21.28,2.52,30.78,0,0,0,0
7.41,6.41,152.16,67.49,1.56,0.01,18.11,0.25,29.13,0,0,0,0
5.59,6.07,43.74,162.66,0.41,0.01,13.44,3.62,31.77,1,1,1,1
7.86,6.17,170.97,179.74,1.96,0,21.91,0.8,33.33,0,0,0,1
7.56,9.5,34.19,295.26,1.81,0.01,21.17,2.59,30.29,0,1,0,1
7.46,6.13,44.02,27.35,1.86,0,24.81,0.47,34.53,1,1,1,1
5.95,9.34,34.76,31.41,1.79,0.01,13.82,1.51,31.1,0,1,0,1
5.11,9.39,177.33,72.46,1.44,0,11.72,3.39,31.4,0,1,0,1
5.66,9.37,43.38,60.4,0.08,0.01,23.61,0.42,32.58,0,1,0,1
5.43,6.47,45.6,204.14,1.71,0,23.91,0.9,33.83,1,1,1,1
5.09,9.18,36.43,53.49,1.4,0.02,19.92,3.1,28.69,0,1,0,1
5.13,9.1,141.8,152.79,0.8,0,12.11,2.23,32.35,0,1,0,1
7.11,6.36,35.47,205.34,0.74,0.01,15.58,5.38,28.2,1,1,1,1
6.89,6.06,44.55,74.7,0.44,0.01,18.27,0.7,31.37,1,1,1,1
6.47,9.18,44.4,34.62,1.81,0.02,14.09,0.22,32.11,0,1,0,1
6.34,9.46,131.02,259.61,0.5,0.02,17.32,0.17,28.24,0,0,0,0
6.19,9.4,31.32,261.74,0.59,0,16.96,2.19,31.89,0,1,0,0
7.02,9.3,37,54.63,1.15,0.01,16.5,5.68,34.06,0,1,0,1
7.01,6.21,114.27,175.06,0.05,0.01,18.77,5.88,28.13,1,1,0,0
7.54,6.05,37.51,156.86,1.44,0.01,11.16,2.52,35.12,1,1,1,1
7.1,6.42,28.93,197.22,0.84,0.01,22.03,3.49,36.8,1,1,1,1
6.23,9.11,190.53,28.61,0.95,0.01,20.3,2.55,31.31,0,1,0,1
7.94,9.33,44.14,232.06,1.01,0,22.74,0.49,31.46,0,1,0,1
6.16,6.38,102.85,72.68,0.11,0.01,24.71,0.24,28.52,1,1,0,0
7.99,9.06,124.28,194.66,1.94,0.01,12.95,0.03,29.24,0,0,0,0
6.21,6.09,135.76,59.49,1.02,0,19.89,0.41,34.86,0,0,0,1
5.87,6.21,46.33,226.84,0.63,0,17.96,4.41,35.72,1,1,1,1
5.29,6.18,133.33,267.92,0.32,0.01,11.79,4.66,29.55,0,0,0,0
6.63,9.49,181.04,173.71,0.84,0,23.69,0.48,29.91,0,0,0,0
7.92,6.18,35.95,156.26,1.36,0,13.11,2.45,28.38,1,1,1,1
7.83,6.32,40.86,20.39,1.88,0.01,16.93,4.65,33.95,1,1,1,1
6.55,6.19,126.42,247.57,0.52,0.02,22.85,0.28,34.14,0,0,0,1
6.68,6.48,111.26,25.06,1.31,0.01,24.84,2.61,29.14,1,1,0,0
7.24,6.36,46.57,39.61,0.7,0.02,18.28,0.16,34.34,1,1,1,1
6.53,6.12,31.58,225.48,1.31,0.01,12.34,5.52,33.24,1,1,1,1
5.38,9.24,149.3,43.07,1.9,0.02,19.83,0.97,35.8,0,0,0,1
6.87,6.07,175.1,151.61,1.18,0.01,15.36,2.42,29.06,0,0,0,0
5.71,9.25,32.88,185.28,1.89,0.02,13.26,1.74,36.64,0,1,0,1
5.5,9,31.36,213.8,1.32,0,15.67,0.8,30.1,0,1,0,1
5.13,6.21,43.72,190.51,0.23,0.02,12.55,0.88,35.05,1,1,1,1
6.79,9.22,33.76,67.92,0.31,0.01,24.74,4.43,35.1,0,1,0,1
6.83,9.22,48.49,237.38,1.85,0.02,13.05,0.66,28.36,0,1,0,1
6.65,9.01,37.01,177.83,0.13,0.02,20.2,1.33,30.88,0,1,0,1
7.24,6.37,134.69,195.42,1.33,0.02,24.47,1.77,31.02,0,0,0,1
5.25,6.12,25.5,180.73,1.24,0.02,12.61,1.95,33.65,1,1,1,1
7.23,6.26,37.62,265.41,0.41,0.02,21.41,2.27,34.27,1,1,1,1
6.96,6.19,32.43,34.9,0.07,0.02,12.61,0.27,35.05,1,1,1,1
7.08,6.29,34.63,68.24,1.59,0,22.1,5.75,28.91,1,1,1,1
6.15,9.37,123.72,56.95,0.18,0.01,16.69,4.62,30.77,0,1,0,0
7.03,9.49,139.56,61.89,0.25,0.01,11.87,0.91,28.01,0,0,0,0
5.03,9.31,114.4,44.51,0.31,0.01,11.79,2.21,28.54,0,1,0,1
7.9,9.48,43.23,29.59,0.38,0.01,22.76,1.38,29.02,0,1,0,1
5.22,6.36,40.33,56.94,1,0.01,23.96,0.15,32.77,1,1,1,1
7.15,9.28,45.78,42.22,1.2,0.01,22.07,0.87,32.1,0,1,0,1
6.33,9.12,110.1,178.64,0.54,0,14.97,0.59,33.77,0,1,0,1
5.64,6.29,46.03,72.41,0.54,0.01,20.74,3.67,36.21,1,1,1,1
7.27,9.16,171.69,24.09,0.39,0.02,14.83,0.13,32.19,0,0,0,1
6.87,9.49,134,23.59,0.55,0.01,21.3,5.61,33.51,0,1,0,1
7.2,9.4,140.4,40.68,0.27,0,23.07,0.04,28.1,0,0,0,0
5.88,6.31,26.33,191.75,1.13,0.02,15.81,0.88,35.98,1,1,1,1
6.8,9.42,131.6,70.63,0.75,0,23.57,0.59,31.04,0,0,0,1
6.28,9.44,170.95,56.47,0.99,0.01,22.86,1.68,29.41,0,1,0,0
5.01,6.26,49.49,46.06,0.49,0,17.23,0.03,36.09,1,1,1,1
6.61,6.01,27.6,52.71,0.81,0.02,24.56,0.85,35.55,1,1,1,1
7.18,6.49,152.2,29.44,1.07,0.01,13.79,0.25,34.08,0,0,0,1
5.56,9.15,44.43,69.99,1.67,0.01,22.35,0.62,35.97,0,1,0,1
5.71,6.45,39.93,181.88,0.88,0.01,16.06,0.17,31.38,1,1,1,1
5.75,6.41,194.55,33.73,0.82,0.01,14.57,5.71,33.76,0,0,0,1
7.7,9.48,189.19,171.71,1.43,0,24.09,0.99,34.55,0,0,0,1
5.5,9.39,47.09,287.9,1.31,0.01,17.56,0.83,31.49,0,1,0,0
7.18,9.16,34.3,38.05,0.46,0.01,23.13,5.9,31.89,0,1,0,1
7.03,6.11,49.76,225.15,0.8,0.01,23.11,4.11,30.87,1,1,1,1
7.66,6.17,162.5,269.7,1.93,0,17.81,3.11,35.34,0,0,0,0
5.28,6.23,33.98,246.61,1.55,0.02,21.31,5.27,34.44,1,1,1,1
7.5,9.32,198.81,39.67,1.89,0.02,10.39,0.97,29.87,0,0,0,0
7.78,6.09,38.2,157.63,1.15,0.01,23.81,0.99,32.21,1,1,1,1
6.61,6.43,100.42,20.85,1.61,0.01,23.5,1.74,33.12,1,1,0,1
6.79,6.27,199.39,161.08,0.39,0.02,21.08,3.43,28.9,0,0,0,0
5.37,9.4,145.47,232.14,1.25,0.02,19.88,1.17,32.63,0,1,0,1
7.3,6,144.05,237.25,1.43,0,20.48,1.73,33.77,0,0,0,1
7.34,6.28,29.1,150.84,1.97,0.01,10.47,0.17,35.36,1,1,1,1
6.2,6.47,48.66,214.18,1.73,0.01,25,0.18,36.13,1,1,1,1
5.19,6.38,31.86,26.35,0.02,0.01,17.43,5.31,35.86,1,1,1,1
6.86,9.37,190.66,49.61,0.58,0.01,16.87,2.78,30.17,0,1,0,0
6.93,9.35,37.31,174.02,1.72,0.01,18.92,2.08,34.57,0,1,0,1
7.81,6.43,199.1,226.63,1.93,0.02,22.25,0.22,33.86,0,0,0,1
5.21,9.44,39.21,23.88,1.97,0,16.54,3.98,31.57,0,1,0,1
5.11,9.44,168.14,199.74,0.07,0,15.24,0.92,34.98,0,0,0,1
7.33,9.32,25.95,30.76,0.89,0.01,15.59,1.3,35.32,0,1,0,1
5.67,6.26,122.58,173.63,0.07,0.01,24.63,4.84,33.3,0,0,0,1
6.54,6.28,36.73,72.2,0.99,0,18.42,0.57,32.99,1,1,1,1
5.73,9.46,41.24,62.84,0.99,0.01,15.85,4.75,36.82,0,1,0,1
7.77,6.3,26.24,51.51,0.15,0,22.04,0.93,28.11,1,1,1,1
6.1,6.35,169.03,28.44,1.58,0,17.02,0.77,35.2,0,0,0,1
6.95,9.01,155.35,48.36,0.25,0.02,21.61,0.29,30.65,0,0,0,0
6.61,9.4,39.6,55.07,0.3,0.02,16.38,0.34,30.96,0,1,0,1
5.51,9.32,145.32,184.56,0.55,0.02,24.85,5.39,31.41,0,1,0,1
5.07,6.14,131.9,253.68,0.29,0.01,23.76,0.25,29.64,0,0,0,0
